source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'PC Games Hardware'}",Norman Wittkopf,Raspberry Pi: Projekt zeigt mobilen Desktop-PC mit Akku-Betrieb,"Unter dem Namen ""Power Pi 2"" hat ein Bastler einen kleinen Desktop-PC auf Basis des Raspberry Pi vorgestellt, der sich zudem auch mobil einsetzen lässt.",https://www.pcgameshardware.de/Raspberry-Pi-Hardware-257637/News/Projekt-zeigt-mobilen-Desktop-PC-mit-Akku-Betrieb-1450407/,https://www.pcgameshardware.de/screenshots/original/2024/06/Raspberry-Pi-Projekt-zeigt-mobilen-Desktop-PC-mit-Akku-Betrieb-pcgh_artwork.jpg,2024-06-27T06:38:00Z,"Der beliebte Einplatinencomputer Raspberry Pi bringt bekanntlich immer wieder interessante Projekte aus der Hardware-Community hervor, von der Retro-Spielekonsole bis hin zum Wakü-Build oder als Best… [+1651 chars]"
"{'id': None, 'name': 'Orf.at'}",ORF.at,Parlament: Rechtsaußen-Parteien vor Fraktionsgründung,,https://orf.at/stories/3362823/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,2024-07-07T10:43:28Z,"Europas Rechtsaußen-Parteien dürften morgen mit den Patrioten für Europa (PfE) die drittstärkste Fraktion im neuen EU-Parlament ins Leben rufen. Die von der FPÖ, Viktor Orbans ungarischer Fidesz sowi… [+2435 chars]"
"{'id': None, 'name': 'Süddeutsche Zeitung'}","Von Björn Finke, Düsseldorf",Covestro: Arabischer Ölkonzern will Dax-Unternehmen kaufen,Der Kunststoffhersteller Covestro hat ehrgeizige Klimaschutzziele. Ausgerechnet diese Firma soll nun von einem Öl- und Gasförderer aus den Emiraten übernommen werden. Beide Seiten beginnen jetzt konkrete Verhandlungen.,https://www.sueddeutsche.de/wirtschaft/adnoc-covestro-dax-steilemann-chemie-energiepreise-lux.FPywFb37bDEqqNn7tvMF1d,https://www.sueddeutsche.de/2023/12/06/49a9ca3f-12e8-40d6-ba36-ca1f2b080ee4.jpeg?q=60&fm=webp&width=1200&rect=0%2C0%2C1342%2C755,2024-06-24T14:29:08Z,"Das Angebot bewertet Covestro mit 11,7 Milliarden Euro. Es wäre die teuerste Übernahme einer europäischen Firma durch einen arabischen Käufer. Und es wäre das erste Mal, dass ein Dax-Unternehmen von … [+3640 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Juden- und israelfeindlichen Taten : 747 Antisemitismus-Verfahren bei der Berliner Staatsanwaltschaft,"Besonders bei pro-palästinensischen Demonstrationen, aber auch online, gibt es in Berlin viel Hass gegen Israel. Die Staatsanwaltschaft hat nun Zahlen veröffentlicht.",https://www.tagesspiegel.de/berlin/juden-und-israelfeindlichen-taten-747-antisemitismus-verfahren-bei-der-berliner-staatsanwaltschaft-11899568.html,https://www.tagesspiegel.de/images/jahresbericht-des-bundesverbands-rias/alternates/BASE_16_9_W1400/jahresbericht-des-bundesverbands-rias,2024-06-25T13:20:43Z,Die Berliner Generalstaatsanwaltschaft hat vergangenes Jahr 747 Verfahren mit antisemitischem Hintergrund eingeleitet. Im Vorjahr 2022 waren es 691. Allein 158 der aktuellen Verfahren stünden im Zusa… [+1926 chars]
"{'id': None, 'name': 'Faz.net'}",AFP,Paydirekt soll mangels Erfolg abgeschaltet werden,Der Bezahldienst war einst als Konkurrenz zu Paypal angetreten. Doch nun soll Paydirekt laut einem Zeitungsbericht Ende des Jahres endgültig eingestellt werden.,https://www.faz.net/aktuell/wirtschaft/bericht-bezahlverfahren-paydirekt-soll-mangels-erfolg-abgeschaltet-werden-19779485.html,https://media0.faz.net/ppmedia/aktuell/3531324210/1.9779488/facebook_teaser/wohlmoeglich-bald-geschichte.jpg,2024-06-10T15:53:22Z,"Die Zeitung zitierte eine Sprecherin des Bezahldienstes mit den Worten, es gebe Abstimmungen auf Gesellschafterebene zur Zukunft der Paydirekt GmbH als Betreibergesellschaft. Sobald finale Entscheidu… [+477 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}","Guido Schätti (gui), Zoé Baches (ZB)",«Das Angebot war schlicht unanständig»: Unternehmer werfen der UBS Machtmissbrauch vor,"Die Grossbank habe seit der CS-Übernahme ihre Margen erhöht, kritisieren Kunden. Sie fordern Auflagen gegen die Marktmacht der UBS. Die Finma entscheidet in den nächsten Tagen.",https://www.nzz.ch/wirtschaft/das-angebot-war-schlicht-unanstaendig-unternehmer-werfen-der-ubs-machtmissbrauch-vor-ld.1835091,"https://img.nzz.ch/2024/06/15/8604b032-cbbf-4d4b-b13b-274a72a98d26.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=5511,3100,x0,y574&wmark=nzz",2024-06-15T19:45:00Z,"Versprechen gebrochen? Unternehmer werfen der UBS vor, sie nutze ihre Grössenvorteile, um die Gewinne im Heimmarkt Schweiz zu maximieren.
In zwei Wochen vollzieht die UBS die Fusion mit der CS auch … [+7481 chars]"
"{'id': None, 'name': 'Computerwoche.de Live'}","Evan Schuman, Manfred Bremmer",Konsolidierung auf dem IT-Servicemarkt: Kyndryl schielt nach DXC,"Einem Pressebericht zufolge erwägt das IBM-Spinoff Kyndryl, den Konkurrenten DXC Technology zu übernehmen.","https://www.computerwoche.de/a/kyndryl-schielt-nach-dxc,3698822?utm_source=Nach-Artikeltyp_1,30,119,124,125&utm_medium=RSS&utm_campaign=RSS-Feeds",https://images.computerwoche.de/bdb/3392919/640x360.jpg,2024-06-13T15:23:00Z,"Was den Börsenkurs betrifft, ging es mit DXC Technology zuletzt ziemlich bergab. Foto: Piotr Swat - shutterstock.com
Wie die Nachrichtenagentur Reuters unter Berufung auf informierte Kreise berichte… [+3333 chars]"
"{'id': None, 'name': 'N-tv.de'}",n-tv NACHRICHTEN,Konkrete Verhandlungen beginnen: Adnoc stockt Covestro-Gebot auf zwölf Milliarden Euro auf,Die Übernahme des deutschen Chemieriesen Covestro durch einen Energiekonzern aus Abu Dhabi rückt immer näher. ADNOC erhöht seine Offerte auf zwölf Milliarden Euro und will Fakten schaffen - offenbar mit Erfolg. Der DAX-Konzern beginnt mit konkreten Verhandlun…,https://www.n-tv.de/wirtschaft/Covestro-oeffnet-sich-fuer-Adnoc-Offerte-aufgestockt-article25038158.html,https://bilder4.n-tv.de/img/incoming/crop25038159/6191329532-cImg_16_9-w1200/450076327.jpg,2024-06-24T12:55:00Z,Die Übernahme des deutschen Chemieriesen Covestro durch einen Energiekonzern aus Abu Dhabi rückt immer näher. ADNOC erhöht seine Offerte auf zwölf Milliarden Euro und will Fakten schaffen - offenbar … [+3540 chars]
"{'id': None, 'name': 'Visions.de'}",Hannah Rosenthal,"Draußen! Neue Alben von Kasabian, The Backyard Band und mehr","Freitag ist Plattentag – und wir stellen euch wie gewohnt die wichtigsten Neuerscheinungen der Woche vor. Mit Kasabian mehr.

Der Beitrag Die Alben der Woche erschien zuerst auf VISIONS.de.",https://www.visions.de/draussen/die-alben-der-woche-05-07-2024/,https://www.visions.de/wp-content/uploads/Draussen-1.jpg,2024-07-05T07:59:59Z,"Happenings ist das zweite Kasabian-Album mit Serge Pizzorno als Leadsänger und zeigt einen musikalischen Wandel hin zu verzerrten Popsongs, auf denen zwischen Peaches-Electropunk, Discobeats, Red Hot… [+1272 chars]"
"{'id': None, 'name': 'Diepresse.com'}",Die Presse,Missbrauch der Marktstellung: Wettbewerbsbehörde beantragt Geldstrafe gegen Brau Union,Die Bundeswettbewerbsbehörde hat beim Bier-Konzern Brau Union Verstöße gegen Missbrauchs- und Kartellverbot festgestellt. Der Markteintritt konkurrierender Bierhersteller soll beschränkt und bestehende Getränkehändler vom Markt verdrängt worden sein.,https://www.diepresse.com/18578737/missbrauch-der-marktstellung-wettbewerbsbehoerde-beantragt-geldstrafe-gegen-brau-union,https://img.diepresse.com/public/incoming/jxqczg-imago-images-0199505909/alternates/DPR_SOCIAL_NACHRICHTEN/imago%20images%200199505909,2024-06-18T05:54:15Z,Die Bundeswettbewerbsbehörde hat beim Bier-Konzern Brau Union Verstöße gegen Missbrauchs- und Kartellverbot festgestellt. Der Markteintritt konkurrierender Bierhersteller soll beschränkt und bestehen… [+2649 chars]
"{'id': None, 'name': 'Urlaubspiraten.de'}",Marc,NEU: Nonstop nach San Antonio ,SOMMERFERIEN: Direkte Hin- und Rückflüge mit der CONDOR nach Texas  Mega-Roadtrips möglich  Viele Termine im Juli & August,https://www.urlaubspiraten.de/fluege/san-antonio-condor-fm,https://image.urlaubspiraten.de/720/image/upload/v1667405433/mediavault_images/shutterstock_232093318_asknly.jpg,2024-07-01T14:32:00Z,"Zusätzliche Informationen
-----------------
Das solltet ihr in San Antonio und Umgebung nicht verpassen:
Piraten! San Antonio (TX) ist eine der besondersten Städte im Land! Das merkt man von der e… [+6582 chars]"
"{'id': None, 'name': 'Süddeutsche Zeitung'}",Von Max Murke,Uncle Chen: Der schnelle Snack aus Sichuan,Das Uncle Chen in der Heßstraße hat sich auf Dan-Dan-Nudeln spezialisiert. Aber man findet auch andere Überraschungen auf der Karte.,https://www.sueddeutsche.de/muenchen/uncle-chen-china-restaurant-nudeln-muenchen-lux.E3amEysurCYUDdpm8rLxjR,https://www.sueddeutsche.de/2024/06/19/fc21fdd3-bbef-4e67-87b1-2cef8795009b.jpeg?q=60&fm=webp&width=1200&rect=0%2C151%2C4000%2C2250,2024-06-19T14:22:59Z,Das Uncle Chen in der Heßstraße hat sich auf Dan-Dan-Nudeln spezialisiert. Aber man findet auch andere Überraschungen auf der Karte.Unter Münchens Asia-Lokalen hält sich ein Typus besonders hartnäcki… [+412 chars]
"{'id': None, 'name': 'DW (English)'}",Deutsche Welle,EU-Kommission genehmigt Lufthansa-Einstieg bei ITA Airways,"Der deutsche Konzern plant zunächst eine Übernahme von 41 Prozent der italienischen Fluggesellschaft mit der Option, später das gesamte Unternehmen zu kaufen.",https://www.dw.com/de/eu-kommission-genehmigt-lufthansa-einstieg-bei-ita-airways/a-69552198,https://static.dw.com/image/69552168_6.jpg,2024-07-03T15:52:00Z,Europas größter Flugkonzern darf noch größer werden: Für 325 Millionen Euro will die Lufthansa bei dem italienischen Konzern ITA Airways einsteigen. Dafür hat die Fluggesellschaft nun den Segen der e… [+2976 chars]
"{'id': None, 'name': 'Teltarif.de'}",Henning Gajek,SIMon mobile: 6 Monate lang mehr Datenvolumen sichern,"""Weil einfach einfach einfach ist"", ist längst Geschichte. Dafür sorgt Waschbär Simon im Mobilfunk für Aufmerksamkeit. Jetzt gibt es eine Bonus-Aktion für Neukunden.",https://www.teltarif.de/aktion-simon-mobile-neukunden-datenvolumen/news/95839.html,https://www.teltarif.de/img/arch/2024/kw26/aktion-simon-neukunden-datenvolumen-1og.jpg,2024-06-24T14:01:00Z,"Wer erin­nert sich noch an den Slogan ""Weil einfach einfach einfach ist""? Simyo hieß die Marke, die den Mobil­funk komplett auf den Kopf stellte, indem sie alles radikal verein­fachte. Simyo star­tet… [+2866 chars]"
"{'id': None, 'name': 'Mein-deal.com'}",Micha,Nintendo Direct Juni 2024 – keine neue Switch aber viele neue Games!,Gestern war die Nintendo Direct und wir Fans haben uns schon über neue Details und Infos zur neuen Switch gefreut. Aber leider kam aus dieser Richtung,https://www.mein-deal.com/nintendo-direct-juni-2024/,https://www.mein-deal.com/wp-content/uploads//2024/06/Si9IjOb1Hw.jpg,2024-06-19T12:29:07Z,Gestern war die Nintendo Direct und wir Fans haben uns schon über neue Details und Infos zur neuen Switch gefreut. Aber leider kam aus dieser Richtung nichts und wir mussten uns mit den anderen Ankün… [+2503 chars]
"{'id': None, 'name': 'Diepresse.com'}",Die Presse,Rechtsaußen-Parteien dürften drittstärkste Fraktion im EU-Parlament gründen,"Die von der FPÖ, Orbáns ungarischer Fidesz sowie der ANO aus Tschechien neugegründete Gruppe fand in den vergangenen Tagen immer mehr Unterstützung. Interesse gibt es etwa aus Italien, Spanien, den Niederlanden und Portugal.",https://www.diepresse.com/18642051/rechtsaussen-parteien-duerften-drittstaerkste-fraktion-im-eu-parlament-gruenden,https://img.diepresse.com/public/incoming/pqf5mv-kein-Titel/alternates/DPR_SOCIAL_NACHRICHTEN/kein%20Titel,2024-07-06T17:29:56Z,"Die von der FPÖ, Orbáns ungarischer Fidesz sowie der ANO aus Tschechien neugegründete Gruppe fand in den vergangenen Tagen immer mehr Unterstützung. Interesse gibt es etwa aus Italien, Spanien, den N… [+3847 chars]"
"{'id': None, 'name': 'Süddeutsche Zeitung'}","Von Ulrike Sauer, Rom","Elektromobilität: Ciao, E-Auto! Italiens Absage an die saubere Mobilität der Zukunft",Nach den Europawahlen will Giorgia Meloni nun in Brüssel eine Abkehr von den Klimazielen der EU durchsetzen. In Italien hat ihre Regierung schon mal die zaghafte Autowende abgewürgt.,https://www.sueddeutsche.de/wirtschaft/e-auto-italien-kaufpraemien-stellantis-batteriefabrik-eu-klimaziele-lux.SDQFrqyQSGWa5iEXPDcsxZ,https://www.sueddeutsche.de/2022/06/21/3371cac1-5609-4e83-a1f9-7b2362c12741.jpeg?q=60&fm=webp&width=1200&rect=0%2C52%2C1410%2C793,2024-06-24T09:27:58Z,"In der Zwischenzeit hielt der Autohändler die Kaufaspirantin mit Sprachnachrichten in ihrem Whatsapp-Chat bei der Stange. Noch kann ich Ihnen kein Angebot machen, es ist alles blockiert, sagt er. Ode… [+5827 chars]"
"{'id': None, 'name': 'Telepolis.de'}",Peter Brandt,Demokratie unter Druck: Das Grundgesetz zwischen wirtschaftlichen Interessen und Machtspielen,"Gründung der Bundesrepublik mit Disput zwischen Parteien und Alliierten. Lehren gezogen, Chancen vertan. Was das für heute bedeutet. (Teil 2 und Schluss)",https://www.telepolis.de/features/Demokratie-unter-Druck-Das-Grundgesetz-zwischen-wirtschaftlichen-Interessen-und-Machtspielen-9770417.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/7/6/5/9/c983a616c556dab7.jpg,2024-06-22T06:00:00Z,"Gründung der Bundesrepublik mit Disput zwischen Parteien und Alliierten. Lehren gezogen, Chancen vertan. Was das für heute bedeutet. (Teil 2 und Schluss)
Die SPD unter der energischen Führung Kurt S… [+13698 chars]"
"{'id': None, 'name': 'Telepolis.de'}",Peter Brandt,Demokratie unter Druck: Das Grundgesetz zwischen wirtschaftlichen Interessen und politischen Machtspielen,"Gründung der Bundesrepublik von Diskussionen zwischen Parteien und Alliierten geprägt. Historische Lehren wurden gezogen, Chancen vertan. Was das für uns heute bedeutet. (Teil 2 und Schuss)",https://www.telepolis.de/features/Demokratie-unter-Druck-Das-Grundgesetz-zwischen-wirtschaftlichen-Interessen-und-politischen-9770417.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/7/6/5/9/c983a616c556dab7.jpg,2024-06-22T06:00:00Z,"Gründung der Bundesrepublik von Diskussionen zwischen Parteien und Alliierten geprägt. Historische Lehren wurden gezogen, Chancen vertan. Was das für uns heute bedeutet. (Teil 2 und Schuss)
Die SPD … [+13717 chars]"
"{'id': None, 'name': 'Faz.net'}",Michael Ernst,In Phnom Penh eröffnet das Musikzentrum „The Gong“,"Der Fotograf Hannes Schmid wurde durch Musikerbilder berühmt und durch Zigarettenreklame reich. Jetzt engagiert er sich dafür, dass Kambodscha sein kulturelles Gedächtnis nicht verliert.",https://www.faz.net/aktuell/feuilleton/buehne-und-konzert/in-phnom-penh-eroeffnet-das-musikzentrum-the-gong-19818581.html,https://media0.faz.net/ppmedia/aktuell/3602110928/1.9818578/facebook_teaser/das-neue-musikzentrum-the-gong.jpg,2024-06-29T06:21:54Z,"Diese Frage hat sich auch der Fotograf Hannes Schmid gestellt, als er Kambodscha vor Jahren erstmals bereiste. Der durch seine Cowboy-Motive für eine Zigarettenreklame weltweit bekannt gewordene Schw… [+5961 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",André Müller (amü),KOMMENTAR - Die Finma verzichtet auf Auflagen nach der CS-Übernahme: Das ist keine «Carte blanche» für die UBS,Die Schweizer Behörden machen der Grossbank keine wettbewerbsrechtlichen Auflagen beim Zusammenschluss mit der CS. Die UBS steht dennoch weiter unter Beobachtung und muss sich das Vertrauen verdienen.,https://www.nzz.ch/meinung/finma-zum-wettbewerb-am-bankenplatz-keine-carte-blanche-fuer-ubs-ld.1835768,"https://img.nzz.ch/2024/06/19/d71d2589-2a78-402a-807b-b2cd77ff35fc.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=6090,3426,x0,y1052&wmark=nzz",2024-06-19T12:22:37Z,"Ein Team wie die Schweiz? Die UBS ist nach der CS-Übernahme jedenfalls allgegenwärtig im Land. Sie sollte diese starke Stellung gegenüber ihren Kunden nicht ausnutzen.
Erleichterung bei der letzten … [+3859 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Alexander Fröhlich,Hamas-Symbol nicht nur an der FU Berlin: Terror-Drohung auch gegen Olaf Scholz und Kai Wegner,Auch der Bundeskanzler und Berlins Regierender Bürgermeister sind in Berlin mit dem roten Hamas-Dreieck markiert worden. Es gilt als Zielsymbol für Terroranschläge.,https://www.tagesspiegel.de/berlin/hamas-symbol-nicht-nur-an-der-fu-berlin-terror-drohung-auch-gegen-olaf-scholz-und-kai-wegner-11816777.html,https://www.tagesspiegel.de/berlin/images/image2jpeg7/alternates/BASE_16_9_W1400/image2jpeg,2024-06-12T18:15:56Z,"Nicht nur dem Präsidenten der Freien Universität (FU), Günter M. Ziegler, wurde mit dem roten Hamas-Dreieck gedroht. Auch Bundeskanzler Olaf Scholz (SPD) und Berlins Regierender Bürgermeister Kai Weg… [+1713 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Der Tagesspiegel,Mit Armbrust bewaffnet: Wachmann erschießt Angreifer vor israelischer Botschaft in Belgrad,Ein serbischer Wachmann ist bei einem Anschlag auf die Botschaft Israels verletzt worden. Ihm wurde im Krankenhaus ein Pfeil entfernt. Der bislang unidentifizierte Täter ist tot.,https://www.tagesspiegel.de/internationales/mit-armbrust-bewaffnet-wachmann-erschiesst-angreifer-vor-israelischer-botschaft-in-belgrad-11927237.html,https://www.tagesspiegel.de/internationales/images/anschlag-auf-israelische-botschaft-in-belgrad/alternates/BASE_16_9_W1400/anschlag-auf-israelische-botschaft-in-belgrad.jpeg,2024-06-29T13:45:47Z,"Ein bisher nicht identifizierter Täter hat am Samstag mit einer Armbrust auf einen serbischen Wachbeamten der israelischen Botschaft in Belgrad geschossen. 
Der Gendarm, der von dem Pfeil am Hals ge… [+2013 chars]"
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Steffi Pyanoe,Wochenendtipps für Potsdam: Ein Wochenende ohne Fußball ist möglich,"Wem der Sinn nach Unterhaltung steht, findet am Wochenende (14.-16.6.) in Potsdam ein reichhaltiges Programm.",https://www.tagesspiegel.de/potsdam/landeshauptstadt/wochenendtipps-fur-potsdam-ein-wochenende-ohne-fussball-ist-moglich-11821271.html,https://www.tagesspiegel.de/images/166211555696011599b3c-a0f2-4490-8aac-f84f452579835/alternates/BASE_16_9_W1400/166211555696011599b3c-a0f2-4490-8aac-f84f452579835,2024-06-13T11:47:49Z,"Los gehts heute (Freitag, 14.6.) bei der After-Work Lounge mit Ausstellungseröffnung im Bistro Backstoltz in der Dortustraße 59. Ab 18 Uhr werden Tusche-Zeichnungen der Potsdamer Malerin Heike Isenma… [+1746 chars]"
"{'id': 'focus', 'name': 'Focus'}",Deutsche Welle Wirtschaft,Aktuelles - EU-Kommission genehmigt Lufthansa-Einstieg bei ITA Airways,"Der deutsche Konzern plant zunächst eine Übernahme von 41 Prozent der italienischen Fluggesellschaft mit der Option, später das gesamte Unternehmen zu kaufen.",https://www.focus.de/finanzen/news/aktuelles-eu-kommission-genehmigt-lufthansa-einstieg-bei-ita-airways_id_260106574.html,https://p6.focus.de/img/finanzen/news/id_260106573/ita-praesident-antonino-turicchi-links-wirtschaftsminister-giancarlo-giorgetti-mitte-und-lufthansa-chef-carsten-spohr-in-rom.jpg?im=Crop%3D%280%2C29%2C940%2C470%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=mediumHigh&hash=2539118b405fec94832492a0bcac6d8f03841a7b34bb4db30603c71508ae253c,2024-07-03T16:20:04Z,Europas größter Flugkonzern darf noch größer werden: Für 325 Millionen Euro will die Lufthansa bei dem italienischen Konzern ITA Airways einsteigen. Dafür hat die Fluggesellschaft nun den Segen der e… [+2739 chars]
"{'id': 'der-tagesspiegel', 'name': 'Der Tagesspiegel'}",Alexander Fröhlich,Nach Panne bei Berlins Demo-Datenbank: Polizei erwägt Motto-Check für Kundgebungen,"Die Berliner Polizei veröffentlichte in ihrer Demo-Datenbank eine antiisraelische Versammlung, deren Motto den Holocaust verharmloste und wohl strafbar ist. Nun überprüft die Polizei die bisherigen Abläufe.",https://www.tagesspiegel.de/berlin/nach-panne-bei-berlins-demo-datenbank-polizei-erwagt-motto-check-fur-kundgebungen-11935193.html,https://www.tagesspiegel.de/images/pro-palestine-protest-in-berlin-may-18-protesters-wave-palestinian-flags-during-a-pro-palestine-demonstration-held-in-be/alternates/BASE_16_9_W1400/pro-palestine-protest-in-berlin-may-18-protesters-wave-palestinian-flags-during-a-pro-palestine-demonstration-held-in-be.jpeg,2024-07-01T12:27:49Z,Die Berliner Polizei korrigiert nach einer Panne ihren Umgang bei der Veröffentlichung von Demonstrationsmottos. Die Panne ist auch Folge einer Regel im von Rot-Rot-Grün 2021 durchgesetzten Versammlu… [+3896 chars]
"{'id': 'bild', 'name': 'Bild'}",Christin Martens,Lapee-Erfinderin Gina Périer - „Die Farbe Pink macht meine Frauen-Urinale sicher“,"Klo für Frauen: Firmengründerin Gina Périer (30) erzählt in BILD, wie aus einer schockierenden Festival-Erfahrung die Hock-Urinale „Lapee“ wurden.",https://www.bild.de/geld/wirtschaft/erfinderin-von-lapee-pink-macht-wc-fuer-frauen-auf-festivals-sicher-66742d280a2a6d5693d07254,"https://images.bild.de/66742d280a2a6d5693d07254/63ea00eae5e218b8cf45b6a0cc47574e,6433b91d?w=1280",2024-06-21T11:55:00Z,"Jetzt kommt die Pink(el)-Pause  Mit seiner geschwungenen Form fällt es schon von Weitem auf. In den drei runden Flügeln befindet sich jeweils ein Urinal.
Über eine kleine Treppe gelangt man zu einer… [+3475 chars]"
"{'id': None, 'name': 'Faz.net'}",Jan Schiefenhövel,Stadt und Konzern einig: Fusion der Darmstädter Krankenhäuser kommt voran,Die Stadt und der evangelische Gesundheitskonzern Agaplesion wollen sich zusammenschließen und ihre Krankenhäuser gemeinsam führen. Eine Absichtserklärung ist nun unterschrieben.,https://www.faz.net/aktuell/rhein-main/region-und-hessen/fusion-der-darmstaedter-krankenhaeuser-mit-konzern-agaplesion-kommt-voran-19834819.html,https://media1.faz.net/ppmedia/aktuell/1900533664/1.9834817/facebook_teaser/viel-platz-der-neubau-des.jpg,2024-07-04T17:10:53Z,"Demnach ist geplant, dass der Stadt Darmstadt und der Agaplesion gAG je 50 Prozent dieser Holdinggesellschaft gehören werden. Die beiden Gesellschafter geben ihre Krankenhäuser zu 60 Prozent an die H… [+2653 chars]"
"{'id': None, 'name': 'heise online'}",Matthias Parbel,DevSecOps und MLOps vereint: JFrog übernimmt ML-Plattform Qwak​,Mit der Akquise von Qwak will JFrog die Lücke zwischen MLOps und DevSecOps schließen. DevOps-Teams sollen KI-Anwendungen schneller entwickeln.​,https://www.heise.de/news/DevSecOps-und-MLOps-vereint-JFrog-uebernimmt-ML-Plattform-Qwak-9779567.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/2/2/4/4/9/Frosch-auf-Ente-auf-Teich_1280x1024-d872a386a8c0b731.png,2024-06-26T15:03:00Z,"JFrog, Anbieter der gleichnamigen Software-Supply-Chain-Plattform, hat die Übernahme von Qwak AI vollzogen. Die vor rund vier Jahren geründete Firma Qwak ist darauf spezialisiert, Data Scientists bei… [+2522 chars]"
"{'id': None, 'name': 'heise online'}",Timothey Krechel,Die Produktwerker: AARRR-Modell – Wie die Pirate Metrics Product Ownern helfen,AARRR! Ein Pirat? Nein! Es sind die Pirate Metrics. Timothey Krechel erklärt in dieser Podcast-Folge das AARRR-Modell.,https://www.heise.de/blog/Die-Produktwerker-AARRR-Modell-Wie-die-Pirate-Metrics-Product-Ownern-helfen-9765581.html?wt_mc=rss.red.ho.ho.atom.beitrag.beitrag,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/6/1/5/1/1/4/produktwerker-3f367273bb52c1f5.png,2024-06-17T08:44:00Z,Was sind Pirate Metrics? Das auch als das AARRR-Modell bekannte Set von Metriken hat vor allem im Bereich des Growth Marketing starke Verbreitung und Bekanntheit. Produktwerker Tim Klein hat in diese… [+2252 chars]
"{'id': None, 'name': 'Zdnet.de'}",Stefan Beiersmann,App-Marktplätze: EU leitet Wettbewerbsverfahren gegen Apple ein,Es geht um die Auflagen für die Weiterleitung von Verbrauchern zu Angeboten außerhalb des Apple App Store. Die EU nimmt auch Apples Core Technology Fee ins Visier.,https://www.zdnet.de/88416675/app-marktplaetze-eu-leitet-wettbewerbsverfahren-gegen-apple-ein/,https://www.zdnet.de/wp-content/themes/korasa-zdnet-de/images/zdnet-logo.png,2024-06-25T06:12:04Z,"Die EU-Kommission wirft AppleVerstöße gegen den Digital Markets Act (DMA) vor. Das Unternehmen aus Cupertino soll App-Entwickler in ihren Möglichkeiten einschränken, Verbraucher über Angebote und Inh… [+1891 chars]"
"{'id': None, 'name': 'Www.nzz.ch'}",Matthias Benz (mbe),Nicht nur Caffè Latte und Käse: Emmi übernimmt einen Dessert-Hersteller in Frankreich,Der grösste Schweizer Milchverarbeiter baut sein Dessert-Geschäft aus. Der französische Hersteller Mademoiselle Desserts beliefert vor allem Bäckereien und Grossküchen.,https://www.nzz.ch/wirtschaft/nicht-nur-caffe-latte-und-kaese-emmi-uebernimmt-einen-dessert-hersteller-in-frankreich-ld.1838243,"https://img.nzz.ch/2024/07/05/61fb1fa1-f56b-42b9-82ce-bfde67031757.jpeg?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=2048,1152,x0,y98&wmark=nzz",2024-07-05T09:03:10Z,"Neben Käse verkauft Emmi zunehmend auch Desserts.
In der Schweiz ist Emmi vor allem bekannt für Caffè Latte, Käse oder Joghurts. Dabei geht gerne vergessen, dass der grösste Schweizer Milchverarbeit… [+2524 chars]"
"{'id': None, 'name': 'Orf.at'}",ORF.at,BAWAG schluckt deutsches Barclays-Privatkundengeschäft,,https://orf.at/stories/3362544/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,2024-07-04T07:19:10Z,"Die BAWAG Group kauft das deutsche Privatkundengeschäft der britischen Großbank Barclays. Mit dem Zukauf will die Bank ihre Präsenz in Österreich, Deutschland, der Schweiz und den Niederlanden ausbau… [+726 chars]"
